ASVID	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Function	Function_Group	Nutrition	Notes
ASV10204	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	NA	NA	consumers	consumers	bacterivore	na
ASV10205	Eukaryota	Excavata	Discoba	Euglenida	NA	NA	NA	NA	na	na	na	na
ASV10206	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10207	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10208	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10209	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV1021	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	NA	NA	NA	consumers	consumers	eukaryvore	na
ASV10210	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Colpodida	Colpoda	Colpoda_steinii	consumers	consumers	omnivore	phototrophic
ASV10211	Eukaryota	Opisthokonta	Metazoa	Myxozoa	Myxozoa_X	Myxosporea	Henneguya	Henneguya_doori	animal_parasite	na	na	na
ASV10212	Eukaryota	Excavata	Discoba	Euglenida	Aphagea	NA	NA	NA	consumers	consumers	osmotrophic	na
ASV10213	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10214	Eukaryota	Opisthokonta	Mesomycetozoa	Nucleariidea	Nucleariida	Nucleariida_X	Nuclearia	NA	consumers	consumers	omnivore	na
ASV10215	Eukaryota	Excavata	Discoba	Euglenida	NA	NA	NA	NA	na	na	na	na
ASV10216	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10217	Eukaryota	Rhizaria	Foraminifera	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV10218	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_metabolicus	consumers	consumers	bacterivore	na
ASV1022	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10220	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_tristella	mixotrophic	phototrophic	mixotrophic	na
ASV10221	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion_sp.	consumers	consumers	bacterivore	na
ASV10223	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10224	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10226	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10227	Eukaryota	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Colpodellaceae	Colpodella	Colpodella_tetrahymenae	consumers	consumers	eukaryvore	na
ASV10228	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Aphelenchoides	NA	nematodes	na	na	na
ASV10229	Eukaryota	Rhizaria	Foraminifera	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV10230	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Hyphodontia	Hyphodontia_rimosissima	na	na	na	na
ASV10231	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10232	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10233	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10234	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_mutabilis	mixotrophic	phototrophic	mixotrophic	na
ASV10235	Eukaryota	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Spongospora	Spongospora_sp.	plant_parasite	symbionts	plant_parasite	na
ASV10236	Eukaryota	Rhizaria	Foraminifera	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV10237	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	NA	NA	mixotrophic	phototrophic	mixotrophic	na
ASV10239	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_6	Lacrymariidae	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV1024	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10240	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Dictyochloropsis	Dictyochloropsis_irregularis	phototrophic	phototrophic	phototrophic	na
ASV10241	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10242	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10243	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Microdalyellia	Microdalyellia_rossi	flatworms	na	na	na
ASV10244	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10245	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10246	Eukaryota	Amoebozoa	Conosa	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	NA	consumers	consumers	bacterivore	na
ASV10247	Eukaryota	Amoebozoa	Lobosa	Tubulinea	NA	NA	NA	NA	na	na	na	na
ASV10248	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10249	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	Glissomonadida_XX_sp.	na	na	na	na
ASV1025	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Mb5C-lineage	Mb5C-lineage_X	Mb5C-lineage_X_sp.	consumers	consumers	bacterivore	na
ASV10250	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10251	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Euglena	NA	mixotrophic	phototrophic	mixotrophic	na
ASV10252	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_adhaerens	mixotrophic	phototrophic	mixotrophic	na
ASV10253	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Leptomyxida	Leptomyxidae	Leptomyxa	Leptomyxa_reticulata	consumers	consumers	bacterivore	na
ASV10254	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	NA	NA	NA	animal_parasite	symbionts	animal_parasite	animal_parasite
ASV10255	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10256	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10257	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV10258	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10259	Eukaryota	Archaeplastida	Chlorophyta	NA	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV1026	Eukaryota	Amoebozoa	Lobosa	Tubulinea	NA	NA	NA	NA	na	na	na	na
ASV10263	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10264	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	NA	NA	nematodes	na	na	na
ASV10265	Eukaryota	Excavata	Discoba	Discoba_XX	Jakobida	Histionidae	Reclinomonas	Reclinomonas_americana	consumers	consumers	bacterivore	na
ASV10267	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10268	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10269	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV1027	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	NA	NA	consumers	consumers	eukaryvore	na
ASV10270	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10271	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10272	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10274	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10275	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10276	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10277	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10278	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10279	Eukaryota	Rhizaria	Foraminifera	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV1028	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10280	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10281	Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	NA	NA	NA	cnidaria	na	na	na
ASV10282	Eukaryota	Opisthokonta	Fungi	Basidiomycota	NA	NA	NA	NA	na	na	na	na
ASV10283	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10284	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10285	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10286	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_elastica	mixotrophic	phototrophic	mixotrophic	na
ASV10287	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	NA	NA	NA	mixotrophic	phototrophic	mixotrophic	na
ASV10289	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Spongomonadida	Spongomonadidae	Spongomonas	Spongomonas_minima	consumers	consumers	bacterivore	na
ASV1029	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV10290	Eukaryota	Archaeplastida	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10291	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10292	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10293	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10294	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10295	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Arcellinida	Arcellinida_X	Cryptodifflugia	NA	consumers	consumers	bacterivore	na
ASV10296	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10297	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10298	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10299	Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Desmothoracida	Clathrulinidae	Hedriocystis	Hedriocystis_reticulata	consumers	consumers	bacterivore	na
ASV103	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	NA	NA	consumers	consumers	eukaryvore	na
ASV1030	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_4	Chilodonellidae	Pseudochilodonopsis	Pseudochilodonopsis_quadrivacuolata	animal_parasite	symbionts	animal_parasite	animal_parasite
ASV10300	Eukaryota	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Spongospora	NA	plant_parasite	symbionts	plant_parasite	na
ASV10301	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV10302	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV10303	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10304	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10306	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	NA	phototrophic	phototrophic	phototrophic	na
ASV10307	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10308	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10309	Eukaryota	Rhizaria	Foraminifera	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV10310	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV10312	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	NA	consumers	consumers	bacterivore	na
ASV10313	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10314	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV10315	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Helvella	NA	na	na	na	na
ASV10317	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10318	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10319	Eukaryota	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Spongospora	Spongospora_nasturtii	plant_parasite	symbionts	plant_parasite	na
ASV1032	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV10320	Eukaryota	Excavata	Discoba	Euglenida	NA	NA	NA	NA	na	na	na	na
ASV10322	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10323	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Echinamoebida	Vermamoebidae	Hartmannella	Hartmannella_cantabrigiensis	consumers	consumers	bacterivore	na
ASV10324	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10325	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Chloromonas_carrizoensis	phototrophic	phototrophic	phototrophic	na
ASV10327	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	Bicosoeca_petiolata	consumers	consumers	bacterivore	na
ASV10328	Eukaryota	Rhizaria	Foraminifera	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV10329	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV1033	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Thalassomyxa-lineage	Thalassomyxa-lineage_X	Thalassomyxa-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV10332	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10333	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV10334	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10335	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_2	Haptoria_2_X	Chaenea	Chaenea_sp.	consumers	consumers	eukaryvore	eukaryvore
ASV10336	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10337	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Euglena	NA	mixotrophic	phototrophic	mixotrophic	na
ASV10338	Eukaryota	Amoebozoa	Lobosa	NA	NA	NA	NA	NA	na	na	na	na
ASV1034	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	NA	NA	consumers	consumers	eukaryvore	na
ASV10340	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV10341	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV10342	Eukaryota	Stramenopiles	Sagenista	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV10343	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Chironomus	Chironomus_tepperi	midges	na	na	na
ASV10344	Eukaryota	Archaeplastida	Streptophyta	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV10345	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10346	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10347	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10348	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10349	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV1035	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV10350	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	Monomastix	Monomastix_minuta	phototrophic	phototrophic	phototrophic	na
ASV10351	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10352	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV10353	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Gregarinomorphea_X_GRE6	Gregarinomorphea_X_GRE6_X	Gregarinomorphea_X_GRE6_XX	Gregarinomorphea_X_GRE6_XX_sp.	animal_parasite	symbionts	animal_parasite	na
ASV10354	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10355	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	NA	NA	NA	NA	na	na	na	na
ASV10356	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10357	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10358	Eukaryota	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Isohypsibius	Isohypsibius_papillifer	tardigrades	na	na	na
ASV10359	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Octospora	Octospora_hygrohypnophila	na	na	na	na
ASV1036	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV10360	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	NA	NA	NA	NA	na	na	na	na
ASV10361	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10362	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10363	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10364	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV10365	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10366	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10367	Eukaryota	Amoebozoa	Conosa	Variosea	ATCC50593-Flamella-WIM80-lineage	Flamella-lineage	NA	NA	consumers	consumers	bacterivore	na
ASV10368	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.	consumers	consumers	bacterivore	na
ASV10369	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV1037	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Pseudoperkinsidae	Anurofeca	NA	animal_parasite	symbionts	animal_parasite	na
ASV10370	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Eupelops	Eupelops_plicatus	mites	na	na	na
ASV10371	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10372	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10373	Eukaryota	Excavata	Discoba	Heterolobosea	Acrasida	Acrasidae	Allovahlkampfia	Allovahlkampfia_spelaea	consumers	consumers	bacterivore	na
ASV10374	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Uroglenopsis	Uroglenopsis_americana	mixotrophic	phototrophic	mixotrophic	na
ASV10376	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Euglyphidae	Assulina	Assulina_muscorum	consumers	consumers	omnivore	na
ASV10377	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	NA	NA	na	na	na	na
ASV10378	Eukaryota	Excavata	Discoba	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Petalomonas_sphagnophila	consumers	consumers	bacterivore	na
ASV10379	Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_bacillipedes	consumers	consumers	bacterivore	na
ASV1038	Eukaryota	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	NA	NA	plant_parasite	symbionts	plant_parasite	na
ASV10380	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV10381	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10382	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10383	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10384	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10386	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10387	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV10388	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV10389	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV1039	Eukaryota	Rhizaria	Foraminifera	Monothalamids	Monothalamids_X	Monothalamids_XX	NA	NA	consumers	consumers	bacterivore	na
ASV10390	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10392	Eukaryota	Excavata	Discoba	NA	NA	NA	NA	NA	na	na	na	na
ASV10393	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV10394	Eukaryota	Excavata	Discoba	NA	NA	NA	NA	NA	na	na	na	na
ASV10395	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	NA	NA	NA	na	na	na	bacterivore
ASV10396	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10397	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Olpidophydiales	Olpidiopsis	Olpidiopsis_porphyrae	consumers	consumers	pathogen	na
ASV10398	Eukaryota	Excavata	Discoba	Kinetoplastea	NA	NA	NA	NA	na	na	na	na
ASV104	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana	NA	animal_parasite	symbionts	animal_parasite	na
ASV1040	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Gieysztoria	Gieysztoria_sp.	flatworms	na	na	na
ASV10400	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Olpidophydiales	Olpidiopsis	Olpidiopsis_porphyrae	consumers	consumers	pathogen	na
ASV10401	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10402	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Tokophryidae	Tokophrya	Tokophrya_infusionum	consumers	consumers	eukaryvore	eukaryotic_predators
ASV10403	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.	phototrophic	phototrophic	phototrophic	na
ASV10404	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	NA	NA	NA	consumers	consumers	pathogen	na
ASV10405	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	NA	NA	NA	consumers	consumers	eukaryvore	eukaryotic_predators
ASV10406	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Aspidiscidae	Aspidisca	NA	consumers	consumers	omnivore	omnivore
ASV10407	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_simplex	phototrophic	phototrophic	phototrophic	na
ASV10408	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10409	Eukaryota	Rhizaria	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10411	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10412	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10413	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10414	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV10415	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphitremida	Diplophrydaceae	Diplophrys	Diplophrys_sp.	consumers	consumers	bacterivore	na
ASV10416	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10417	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA	na	na	na	na
ASV10419	Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	NA	NA	freshwater_snail	na	na	na
ASV1042	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV10420	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV10421	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV10422	Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Desmothoracida	Clathrulinidae	Hedriocystis	Hedriocystis_reticulata	consumers	consumers	bacterivore	na
